word,sessions,clients
ព្រេងនាយ,9,9
អន្តោប្រវេសន្ត,9,9
ប្រដិត,9,8
កំភួន,9,6
បារត,9,7
ទ្រឹស្តិស្មូរ,9,7
ខាប់,9,8
ស្ដៅ,9,7
ឆ្វេចឆ្វាច,9,8
ឈិង,9,8
អន្សម,9,9
ហាហា,9,9
អភិបាលខេត្ត,9,8
អវិហិង្សា,9,5
សកវាទិ៍,9,9
វីររស,9,7
សោះសា,9,6
ក្ង,9,9
មាតុច្ឆា,9,6
ទេញ,9,5
ក្អេង,9,8
នាងនួន,9,8
ព្យញ្ជន,9,8
នាដសាស្រ្ត,9,5
ស្រុកទេស,9,7
ប៉េតប៉ោង,9,6
ឱសថដ្ឋាន,9,7
ឱជា,9,8
កណ្ដាច,9,5
អាវាស,9,7
កុងស៊ី,9,7
កោន,9,8
កឿង,9,9
ស្នូក,9,8
ចចក,9,8
ញញ័រ,9,7
ឧបនាយក,9,8
គណិតសាស្ត្រ,9,8
តាយហោង,9,8
ចិញ្ចែង,9,9
ជីងចក់,9,6
អាហរ័ណ,9,9
ភវនីយភាព,9,6
អឹមអៀម,9,7
ណែម,9,9
បុរិសៈ,9,9
ធឹង,9,8
កាគី,9,8
កម្លៅ,9,7
តប់ប្រមល់,9,9
ងៀង,9,7
រង្កៀស,9,9
ពោះវៀន,9,8
គំរើយ,9,9
អដ្ឋកថា,9,9
និវេសន៍,9,7
បញ្ជក់,9,9
លោមា,9,8
ចើក,9,7
ស្រប់,9,9
ថមថយ,9,8
ហើម,9,9
រាជាភិសេក,9,9
ប្រូបាប៊ីលីតេ,9,9
ព្រាវ,9,7
សឿង,9,9
ខារ,9,8
ដឺក្រេ,9,7
កាត់ក្ដី,9,7
ពុរ,9,8
ភាវៈរស់,9,9
ប៊ីយេរ,9,6
ភគិនី,9,8
ជំទើរ,9,6
ឧត្តរមានជ័យ,9,8
ខ្ទរខ្ទ័រ,9,8
បង្ហួស,9,7
អែអង់,9,8
ធួន,9,9
ល្ពៅ,9,9
អសុរា,9,9
រឹប,9,5
អវិរោធនៈ,9,7
អធិកភាព,9,7
កហាបណៈ,9,7
ប៊ីដុង,9,8
ម៉ាញ៉េទិក,9,8
ប្រមៀល,9,9
មធុរៈ,9,8
បំព្រួញ,9,9
តំណាប់,9,8
មុធា,9,8
អយ្យ,9,8
អប្បផរណា,9,5
តន់,9,8
ភូគព្ភវិទ្យា,9,7
វាយុ,9,6
ចរភាព,9,8
ស្វាយចន្ទី,9,8
អគ្គនាយកដ្ឋាន,9,9
ធ្នង់,9,6
ព្រៃរបោះ,9,7
ជែង,9,9
ទសពរ,9,7
ស្រលេត,9,8
ហីន,9,9
អញ្ជលិ,9,9
សង្ក្រាន្តិ,9,9
ចឹប,9,8
ទេពនិម្មិត,9,5
សាត់,9,9
អរញ្ញ,9,8
កន្តិល,9,6
បន្ទារ,9,8
ព្រើស,9,8
ហ្វារ,9,5
ទីប្រជុំជន,9,8
ខ្សែពាន,9,8
និយ័តភាវូបនីយកម្ម,9,7
ឈ្មុល,9,7
សសឹក,9,7
វៃស្យៈ,9,8
អ៊ឹម,9,7
កន្តុល,9,7
គុយ,9,8
ស្រឿង,9,6
ស្រួយ,9,8
ពិម្ពា,9,6
តក្កកម្ម,9,8
ច្រឡើស,9,9
ទឹកកក,9,8
ឆាយាល័ក្ខណ៍,9,8
បទយកការណ៍,9,8
ខ្មែរក្រហម,9,9
យោគៈ,9,7
កុណ្ឌី,9,6
តរុណី,9,7
ឃោសៈ,9,8
ឡាយឡុង,9,9
សៅវតារ,9,7
ចៀនចួន,9,7
ស្ពុរ,9,6
ខ្វេរ,9,6
ជនសង្ស័យ,9,7
ពងមាន់,9,8
ខ្វែង,9,9
សង្គមូបនីយកម្ម,9,8
ត្រដក់,9,5
ច្រំ,9,9
កុះ,9,8
បំពារ,9,5
វង្សាអគ្គរាជ,9,7
ឧបត្ថម្ភធន,9,8
ធនក្ស័យ,9,5
ផ្ទោង,9,8
អាហរណកម្ម,9,8
បន្ទាយឆ្មារ,9,5
អំពិលអំពែក,9,7
ឱស្ឋ,9,8
ទាត់,9,9
អភិរម,9,7
លាចាក,9,9
ឯកភាវូបនីយកម្ម,9,7
រ័តន៍,9,9
សន្ទិដ្ឋិភាព,9,9
បង្ហិន,9,9
សញ្ជាតូបនីយកម្ម,9,7
ប្រណិធាន,9,9
ឆាបឆេះ,9,9
កើយ,9,9
សច្ចានុម័ត,9,8
សើន,9,8
ព្រឹត្តិកាល,9,9
អឌ្ឍសិទ្ធិ,9,7
ពិស្សុត,9,7
រងាល,9,8
ប៉ាតេ,9,8
ចុងសប្ដាហ៍,9,7
ប៉ប៉ាច់ប៉ប៉ោច,9,9
គ្រាន់បើ,9,6
អួន,9,8
ត្រ័យ,9,9
សរពាង្គ,9,8
ប្រាវ,9,9
រញ៉,9,7
ត្រឈឹង,9,8
សន្ធ្យា,9,9
ល្បាប់,9,9
ភ្លាស,9,8
មនស្ការ,9,6
បុរាណដ្ឋាន,9,9
សកម្មជន,9,9
សណ្ដែកដី,9,7
លស់ព្រលឹង,9,7
កន្សោមពាក្យ,9,8
លតាបត្រ,9,9
ភ្ញោច,9,6
ជ្រុលនិយម,9,8
វឌ្ឍកី,9,7
គ្រហែត,9,5
មេការ,9,7
អសមត្ថភាព,9,9
រន្ទាល,9,8
មើលបំណាំ,9,7
លែងលះ,9,8
បាងកក,9,5
ខ្សឺត,9,8
ទ្រាំង,9,8
តំហយ,8,8
សយនៈ,8,6
អនន្តរិយកម្ម,8,7
ស្វាមីភក្ដិ,8,8
ប្រណាក,8,7
នែក,8,7
ទុក្ករបុគ្គល,8,6
ក្រាញ់,8,6
គ្រាក,8,7
លាតត្រដាង,8,8
រយ៉ៃ,8,5
វិទ្យុសកម្ម,8,8
អធិការកម្ម,8,8
រឹងរឹត,8,5
ល្ហាច,8,5
ភូសា,8,6
សម្លុយ,8,7
ត្រល់,8,8
ជំនាញទន់,8,8
ល្បាក់សា,8,6
ហិមពាន្ត,8,7
ចងពៀរ,8,8
ជីវន្ត,8,8
សំពីងសំពោង,8,7
បរទ,8,6
ទួញ,8,8
សច្ចានុមតិ,8,8
វាទី,8,8
រំអិល,8,6
បរិមណ្ឌល,8,6
ប៉ប៉ិលប៉ប៉ូច,8,8
វេស្សភូ,8,5
ស្វេត,8,7
ក្រឡាន,8,7
អំណាចនីតិប្បញ្ញត្តិ,8,8
កន្សៃ,8,7
អស្សុ,8,6
ទស្សនាចរណ៍,8,8
អំបាលម៉ាន,8,5
រលាប,8,6
ស្បាត,8,8
ផលិតករ,8,8
សុចិត,8,7
វ៉ឺយ,8,7
ឧក្កដ្ឋ,8,8
វិចារណ៍,8,7
វិមុត្ត,8,5
អព្ភូត,8,8
ពុយ,8,6
សំផិង,8,6
ពៃរ៍,8,7
វីឡា,8,6
ជើងកប,8,8
ត្បារ,8,7
បញ្ចរ,8,7
កីឡាការិនី,8,7
ពពាយ,8,6
ទេយ្យវត្ថុ,8,7
សេវនៈ,8,7
ដោះទុក្ខសត្វ,8,7
វិច្ឆាយ,8,6
កាំជ្រួច,8,6
រោងការ,8,8
សន្តិនិយម,8,6
គ្រូក,8,7
ប្រី,8,7
សម្លី,8,8
ទស្សនាការ,8,7
ខ្វាច់,8,5
ចូឡាមណី,8,8
ជេន,8,6
ខ្មេរ,8,8
ធម្មនុញ្ញភាព,8,8
នេត្រាទស្សន៍,8,7
កណ្ដាប់ដៃ,8,8
ឧឡារ,8,6
ខូចចិត្ត,8,8
កញ្ចក,8,6
រថយន្ត្រ,8,7
អាត្ម,8,8
សមប្រកប,8,7
រងៃ,8,7
កំប៉ុក,8,5
សង្ឃឹក,8,6
តេត,8,7
កន្ទ្រាញ,8,8
បញ្ជិះ,8,8
ទ្រោល,8,7
ខ្ពាក,8,5
រ៉ាត់,8,6
ពេញវ័យ,8,8
ទាក,8,8
បរិបាលកិច្ច,8,7
ឡូកឡំ,8,6
សីតា,8,8
ឆ្លូក,8,7
ភាពស៊ាំ,8,8
បាយបត្តបូរ,8,6
នាគី,8,6
រនាម,8,7
រ៉ុយ,8,6
ភេរវករ,8,6
ឯកត្តភាព,8,6
ពពាល,8,7
ឃ្នង,8,7
ពូត,8,8
ផ្លើស,8,6
ដែនកំណត់,8,7
ស្រោម,8,8
និវាសនដ្ឋាន,8,7
បដិមាករ,8,6
ខ្មេះ,8,8
បដិគ្គាហក,8,6
សរភញ្ញ,8,7
អប្បនា,8,6
រោចន៍,8,7
តិចនិក,8,8
ស្រាំង,8,7
បូត,8,8
ល្អៀង,8,8
ថើប,8,7
ភិយ្យោ,8,7
ទ្រពង,8,5
ពន្ទ,8,7
ឧបាទាន,8,6
សំគម,8,6
កកែកករ,8,7
ឡាប,8,7
សុញ្ញាកាស,8,7
ប្រហិត,8,8
នារ,8,6
ព្រៀងលាន,8,6
ទុតិយា,8,6
អច្ឆរិយរស,8,7
ឆ្លេ,8,8
ស៊ីក្លូ,8,7
ហ្មឺន,8,7
គូប៉ុង,8,8
កាឡូរី,8,7
ត្លែ,8,8
ព្រូ,8,7
ខ្នារ,8,5
ថ្នាំញៀន,8,6
សស្រាញ់,8,5
កាលសម័យ,8,8
ចោមពុង,8,7
ឆ្វាក់,8,8
មហោសថ,8,7
រំជើប,8,7
ស្រគំ,8,6
បរមិន្ទ,8,7
ស្លេះ,8,8
ថ្លើម,8,8
ទ្រលុក,8,8
អាស៊ីដ,8,8
ឧត្បាត,8,8
ខ្លុយ,8,6
ស្រកី,8,7
អត្តពលកម្ម,8,8
ម្ដា,8,6
ឧសា,8,6
វាវ,8,6
អនិច្ចធម្ម,8,5
គង់តែ,8,8
ក្បុស,8,8
រ៉ាវ,8,7
តាវត្តិង្ស,8,6
ឧត្តមគតិរឿង,8,6
រុក្ខទេវតា,8,6
បន្ថោក,8,8
ភូមរា,8,8
ល្វាចេក,8,6
ពេន,8,8
រលែម,8,7
បារ៉ាស,8,6
អង្កន់,8,7
សុចរិតធម៌,8,8
ក្លាំ,8,7
ព្រលយ,8,5
រូបធាតុ,8,8
វត្ថុធាតុ,8,8
ព្រះភូមិ,8,6
វណ្ណនា,8,6
អាវុសោ,8,6
អ៊ិម,8,6
យោន,8,7
អ្នកតា,8,7
ចែកចាយ,8,8
សិរមាន់,8,8
សិន្ទ,8,5
សិប្បីសត្វ,8,7
ក្បង់,8,8
អសប្បុរស,8,8
វិចិត្រសាល,8,8
ឆន្ទាគតិ,8,8
ប្រិត,8,8
ក្រាយ,8,7
ប៉័ងតោ,8,8
កណ្ដែងកណ្ដោច,8,6
សន្តិភាពនិយម,8,7
ត្រកៀត,8,6
ផាតិកម្ម,8,6
អឃម័យ,8,6
ដងរែក,8,8
ងងូស,8,6
ប្រាក់ឈ្នួល,8,8
ឫសី,8,8
លុត្ត,8,7
វ៉េរ៉ង់ដា,8,7
ឆ្មាបា,8,6
ជីព,8,7
ត្រសាយ,8,8
ស្វះ,8,8
សព្វាសី,8,7
ក្អែប,8,7
ផ្លែង,8,8
កន្ទ្រឹម,8,7
ទទាក់,8,7
ក្រញៅ,8,7
សុមេធ,8,6
សាត,8,8
រលើង,8,6
ព្រលាំ,8,8
ស្រលៀង,8,8
ដូង,8,7
ស្ទង់មតិ,8,7
អំណើះ,8,6
ខ្វៃ,8,8
អូប័រ,8,6
ស្រឡប់,8,7
អនុសេនីយ៍ឯក,8,8
បញ្ញត្តិករ,8,6
ទេពា,8,6
ឆាំង,8,7
យមបាល,8,8
ចំបក់,8,8
សន្មតិកម្ម,8,6
អព្ភន្តរសញ្ញា,8,8
ឡែបខាយ,8,7
តន្តី,8,6
ថ្មារ,8,7
ជោតិ,8,7
កំប្រោង,8,7
ត្រកួត,8,7
ក្ដៅក្រហាយ,8,6
បង់ក,8,8
ប្រពាត,8,7
អុត,8,7
ឆ្លាស,8,8
ដំណក,8,6
កូនភ្លោះ,8,5
ក្ដួច,8,7
អំពាន់,8,7
តតិយតា,8,8
អាំ,8,8
រត្នៈ,8,6
ស្តោក,8,6
ពុម្ពអក្សរ,8,6
សវនីយ៍,8,7
សរសៃប្រសាទ,8,6
កាយពល,8,8
ជីពជន្ម,8,6
រអើល,8,6
សាវត្ថី,8,8
ទណ្ឌឃាត,8,7
ចង្ហូរ,8,7
អាណាខេត្ត,8,6
ក្រអឺត,8,7
ថាវ,8,7
ព្រីង,8,7
ពីព្រោះ,8,7
អាវ៉ាសែ,8,7
ល្អូក,8,5
អកាល,8,7
ននល,8,8
សិល្បារម្មណ៍,8,7
សុល,8,7
ច្រាស់ច្រាល់,8,6
រំពា,8,6
ឪម៉ាល់,8,7
អង្កែ,8,7
សេវនា,8,7
ប៉េងប៉ោះ,8,7
រាជវង្សានុវង្ស,8,8
អស្សុជ,8,8
នប់,8,7
អចល,8,8
អណ្ណាម,8,6
អមាត្យ,8,8
ទំនូល,8,7
តរុណវ័យ,8,5
ទុំជោរ,8,6
ជាតក,8,7
ធនិត,8,7
រំយោល,8,8
សុវុឌ្ឍិកម្ម,8,7
រលប់,8,7
គ្រឿន,8,5
រំលើង,8,7
ចុះប្រេង,8,6
វិបរិយាយ,8,5
បំណន់,8,8
ល្មួត,8,7
ញោច,8,8
មុខសញ្ញា,8,7
បញ្ចេះ,8,8
វេស្សៈ,8,6
សាឡន,8,7
នេក្ខម្ម,8,6
ហួច,8,7
ទុយមុយ,8,7
តុះ,8,7
ប្រធានវិស័យ,8,6
កង្វាក់,8,5
គឃៀរ,8,8
ស្មោក,8,8
មុម,8,7
អសុរិន្ទ,8,7
អែនអន,8,8
ផស្ស,8,7
ប្លាស្មា,8,6
មួរ,8,7
ក្រាប់,8,6
អណ្ដាប់,8,5
រាជទូត,8,8
ផ្ងូត,8,6
រហិតរហៃ,8,7
ឧបមេយ្យ,8,8
ពព្រឹម,8,7
ផ្អោប,8,6
ក្លស់,8,7
ខ្សៀវ,8,7
សាច់ប្រាក់,8,6
វច្ច,8,8
បណ្ដូរ,8,7
ឈរឈ្មោះ,8,8
តិរច្ឆានភាព,8,5
មហាវិថី,8,7
ថតចម្លង,8,6
រហោ,8,7
ស្មិត,8,7
ពង្សាវលី,8,6
បាក់បប,8,7
អនុវិស័យ,8,8
តារានិករ,8,5
រហស្ថាន,8,8
អនង្គ,8,8
ពហុកោណ,8,6
បន្ទាប់បន្សំ,8,7
ក្រខុប,8,8
ប្រាក់កក់,8,7
កំសៀវ,8,7
ម្រឹត្យុ,8,7
កុងទ័រ,8,7
បំបែរ,8,6
យន្តបថ,8,6
ក្រពុល,8,7
ភាគហ៊ុន,8,7
ឧតុ,8,8
ច្រុះ,8,8
ឥណ្ឌូចិន,8,7
ឆោង,8,8
កន្ទ្រល,8,7
រំអួយ,8,8
ពារាណសី,8,6
ទិសាបាមោក្ខ,8,6
រាជានិយម,8,6
ជំទើត,8,5
មមង់,8,5
អង្កា,8,8
ដួន,8,7
នគររាជ,8,7
បទលហុ,8,8
ក្រសាំង,8,7
ទ្វេហារ,8,8
ផ្សែ,8,7
សង្វោយ,7,6
មូលទោស,7,6
ឈ្វាត,7,7
ខ្មូរ,7,7
អបរិមាណ,7,5
ប្រក្រតីភាព,7,5
ឧរគ,7,7
នាគា,7,6
វិសេសន,7,6
ថួន,7,6
សូលី,7,6
រូបសព្ទ,7,7
ទ្រុប,7,7
បង្ហា,7,7
ចង្គ្រុង,7,5
មឿង,7,5
វិវេចនា,7,5
បញ្ចពិធ,7,7
ប៉ៃលិន,7,7
ផ្ស៊ាំ,7,7
នាដកា,7,7
រស្មីសំយោគ,7,7
អាបណ,7,5
ដាំង,7,6
រៀបរប,7,6
ឈ្លៀស,7,7
ដូន,7,6
វេបសាយ,7,7
ល្ខោនខោល,7,6
បែន,7,7
ស្នឹង,7,5
រប៉ិលរប៉ូច,7,6
បោះពុម្ពផ្សាយ,7,6
នារាយណ៍,7,5
ខ្សាក,7,6
វរសេនិយ,7,7
ឧត្តមស្នងការ,7,5
ហ្ឫទ័យ,7,7
រ៉ូប៊ីណេ,7,7
នាដ,7,6
ឆែប,7,7
បុគ្គលភាព,7,7
កាផែ,7,5
អសាធនីយ៍,7,7
ឆ្អើម,7,7
ក្រចៅ,7,7
អយោ,7,7
អភិរូហ៍,7,5
អថ័ន,7,7
ទឹកជ្រលក់,7,6
បញ្ចង់,7,7
សម្លាក,7,6
ខ្ពុក,7,6
គ្នាន់,7,6
ប្រក្រតីទិន,7,5
រុក្ខទិវា,7,5
សំភោរ,7,6
វត្ថុវិស័យ,7,7
ពេទ្យសាស្ត្រ,7,7
រលង់,7,5
សាកច្ឆា,7,5
ប៉ោត,7,6
ស្ទីក,7,6
ពង្រីង,7,5
រ៉ឹង,7,7
បំភាយ,7,7
ហីរ,7,7
វីត,7,6
ឧបសគ្គៈ,7,6
សាវកែ,7,6
មហាសករាជ,7,6
ភាសាវិទូ,7,7
រើប,7,6
ម្កាក់,7,5
បរិយាទាន,7,7
តាន,7,7
ប្រាក់បំណាច់,7,7
ខ្ទារ,7,7
ឧត្សាហ៍,7,7
ចំណុក,7,7
ខ្វាន់,7,5
កាប៉ូរ៉ាល់,7,7
ដីឥដ្ឋ,7,6
ត្រឈៃ,7,7
សិចស៊ី,7,6
ត្រិល,7,6
ម៉ត់ហ្មង,7,7
ស៊ីសង,7,6
ឧបយុវរាជ,7,6
យ័ន្ត្រ,7,7
ប្រញាល់,7,7
នារីរត្ន,7,5
ឆកល្វែង,7,7
ប្រភា,7,6
កន្យា,7,5
គម្លង់,7,6
តង់ស្យុង,7,7
អនុមានញែក,7,6
អាមិស,7,7
ប្រីជា,7,7
អភិរក្សនិយម,7,7
រថក្រោះ,7,7
ចតុរង្គសន្និបាត,7,5
ដោម,7,7
ខ្វារ,7,5
ច្បត់,7,6
កូប,7,6
សាលាឧទ្ធរណ៍,7,7
សង្កថា,7,6
ផ្ទុកផ្ដាក់,7,6
រំដេញ,7,5
គីឡូក្រាម,7,7
ចក្ក,7,6
លម៉ើ,7,5
ធនបត្រ,7,6
ករវិក,7,5
សត្វនិករ,7,5
ផ្លូវភេទ,7,7
និគ្គហិត,7,6
សង្កត់សង្កិន,7,7
លង្កា,7,6
រេល,7,5
ក្រឡែត,7,7
កុសុម,7,7
អក្សរក្រម,7,7
ក្សេត្របរិស្ថាន,7,5
រំលិច,7,6
បំពោក,7,5
កន្សៃសារពេជ្ញ,7,7
បញ្ចក្ខន្ធ,7,6
កាល់,7,7
ពន្រាយ,7,6
សុភាចារបុរស,7,5
ប្រាំបី,7,5
ញ៉ាក,7,6
អុល,7,7
អួតអាង,7,6
មធុ,7,6
ខុប,7,7
ចាម្ប៉ា,7,6
ធ្វើទុក្ខ,7,6
កុក្កុដនេត្រ,7,6
ពាណិជ្ជសញ្ញា,7,7
កលហៈ,7,5
បាញ,7,7
អភិទោស,7,6
ថ្លឹងថ្លែង,7,7
លង់ហិន,7,7
សមង្គិភាព,7,7
អុបទិក,7,5
ផល្គុន,7,7
កាឡកិណី,7,5
ពួយ,7,7
កុរ,7,5
ទីមទាម,7,7
ពិពណ៌នាកថា,7,7
បៀលៀង,7,6
វិកល្យ,7,7
បន្សាយ,7,7
ផ្ទល់,7,5
តពោក,7,5
ឧបរាជ្យ,7,6
ទសមាស,7,7
ឃិនឆាយ,7,6
ទេពប្រណម្យ,7,6
កល្បព្រឹក្ស,7,5
វោហារសាស្ត្រ,7,7
ស្រេកឃ្លាន,7,5
មជ្ឈភាព,7,6
ធ្លាក់ស,7,7
ក្សិណក្ស័យ,7,6
ថ្វីដៃ,7,5
មេគ្រួសារ,7,6
កន្ត្រាក,7,7
ត្បក,7,7
អនាគតកាល,7,5
ធ្លូញ,7,7
សម្រាត,7,7
ស៊កសៀត,7,7
ដកចន្ទន៍,7,6
ជីរណា,7,7
ជវ័ន,7,6
ក្រៀវ,7,5
បរទត្ថភាព,7,5
កំបាក់,7,7
យ៉ាក,7,5
ផ្កាចារ,7,7
កាណូត,7,5
ប្រេះស្រាំ,7,7
ទ្រលោម,7,5
ពន្ធភាព,7,7
ថ្នាក់ដឹកនាំ,7,7
អែក,7,6
ងៀត,7,6
ចុងក្រោយ,7,5
និមុត្តិ,7,6
សង្ឃាដី,7,7
អាធិបតេយ្យ,7,7
បាដិហារិយ៍,7,6
និវាសដ្ឋាន,7,6
បញ្ញើក្អែក,7,5
ក្មេងពាល,7,7
ឆកាមាវចរសួគ៌,7,5
គ្រាប់បែក,7,5
មេរ័យ,7,7
សុខោទ័យ,7,6
ជយភូមិ,7,6
វិសាខា,7,6
ឆ្វ,7,7
កាមរោគ,7,6
ទន្ទាំ,7,6
ស្ញប់,7,7
ផ្អឹះ,7,7
អនស្ចារ្យ,7,6
ក្បិត,7,7
សាលដីកា,7,6
ត្រាច,7,6
សាច់ដុំ,7,5
អភិរាជ,7,6
ចំណូរ,7,5
ទស់,7,6
បណ្ណឥណទាន,7,7
ក្អាង,7,7
សក្កៈ,7,5
បន្តុប,7,6
សំណាញ,7,7
បន្តពូជ,7,6
ដំណើប,7,7
សរសៃឈាម,7,7
អ៊ីសូឡង់,7,6
ចុណ្ណភាគ,7,6
ជីវ័ន,7,6
រោគសញ្ញា,7,5
ឧបការិនី,7,6
តាវៅ,7,5
ឆិត,7,6
កង្វះខាត,7,5
កំប្លុក,7,6
បរិកប្ប,7,5
នាមការក៍,7,7
ប្រតិស្រុត,7,6
កម្អែល,7,6
មេជី,7,5
ជំរឹត,7,7
ក្ដៀន,7,7
កឹង,7,7
ឧរង្គ,7,6
រហូន,7,6
ជន្លួញ,7,6
បូរបាច់,7,7
ចំណាល់,7,7
តថ្លៃ,7,6
បណ្ដិប,7,5
ហ្មត់ហ្មង,7,6
សន្ធៅ,7,6
ក្រមាច់,7,7
បុព្វេនិវាសានុស្សតិញ្ញាណ,7,5
សីហលោ,7,6
ចំនៀរ,7,7
ថ្លាថ្លែង,7,6
បោះបោក,7,5
កាតគ្រី,7,5
ខ្ទួយ,7,7
រដ្ឋបុរស,7,6
មមីស,7,6
ចំណាំង,7,7
សស្រាំ,7,5
ផេង,7,7
មហានគរ,7,7
ព្រនង់,7,7
ប្រពលកម្ម,7,6
ខ្សែស្រឡាយ,7,5
កញ្ជប់,7,6
អសាធនីយ,7,7
ប្រីតា,7,5
ពងស្វាស,7,6
ខ្សែជីវិត,7,6
ឱង្កា,7,6
ទីភ្នាក់ងារ,7,6
ឡេវអាវ,7,5
ឌីប្លូម,7,7
កន្ទ្រុំ,7,5
ឆាឆៅ,7,7
ព្រោះថា,7,5
អត្ថរូប,7,7
បកប្រែ,7,7
គំនូសតាង,7,5
បច្ឆាជន,7,6
កៃលាស,7,7
នុ៎ះ,7,7
សុនខី,7,6
បញ្ញាណ,7,7
ថ្នាំងថ្នាក់,7,7
សម្ពលី,7,6
សេរីភាវូបនីយកម្ម,7,7
ទំនៀប,7,7
ផុល,7,7
មច្ឆរិយ,7,5
វិធា,7,6
កណ្ដោល,7,5
ផុស្សតី,7,6
លាលែង,7,7
តូយ៌តន្ត្រី,7,6
បេង,7,5
ច្រហ,7,7
ទឡ្ហីកម្ម,7,7
អណ្ឌៈ,7,7
ស៊ន,7,7
ឆកោណ,7,5
អាណិតអាសូរ,7,7
តាមោង,7,6
យ៉ៃ,7,6
គន្ធព្វ,7,7
អថព្វ,7,6
បរមត្ថវិជ្ជា,7,5
អពល,7,5
វដ្ដៈ,7,6
បិតុលា,7,7
រម្លើង,7,6
វេប,7,7
ធ្លូ,7,7
ទារុណរស,7,7
សូទ្រៈ,7,5
មោង,7,5
ភ្លៀក,7,7
ផួយ,7,7
ជីវិន,7,7
ឡុកឡាក់,7,6
ពនាល័យ,7,7
រោងដោល,7,5
នែប,7,6
សំដិល,7,7
សាំងវិច,7,5
របះ,7,6
រូហាន,7,6
គ្វាម,7,6
ឡឺម,7,7
ពន្យុះ,7,7
ខោល,7,7
ផ្លាង,7,5
ចចើង,7,5
សិក្ខ,7,7
ស្រយង់,7,6
កូអ័រដោណេ,7,5
ភារធារី,7,5
មល្ល,7,5
ស្លឹកគ្រៃ,7,6
អភិនេស្ក្រម៍,7,7
លេលា,7,5
ស្លើត,7,6
ចាត់ការ,7,7
ភាណុ,7,5
ឥសិ,7,7
វិមល,7,6
ខ្សែភាពយន្ត,7,5
សារីបុត្ត,7,7
គ្រីប,7,6
ឡែឡ,7,7
រង្គាត់,7,5
ត្រដោក,7,5
កាលានុវត្តនិយម,7,6
ទុង,7,6
ជីវម៉ាស,7,7
ល្ហក់,7,6
បាឡី,7,6
សាតាំង,7,6
ឌុដាន់,7,7
ពហុធា,7,6
ពស្ត្រា,7,6
ទូលំ,7,5
ខ្វៀល,7,6
ច្រងេងច្រងាង,7,6
បែកថ្នាំ,7,6
សមត្ថជន,7,6
រំអុក,7,6
វណ្ឌ,7,6
រាច,7,6
ត្រអក,7,7
ជាម,7,7
រអើម,7,6
មហិទ្ធានុភាព,7,6
ឆ្ពង់,7,7
ឆ្វៀល,7,7
ភ្នាស,7,7
អភិជនាធិបតេយ្យ,7,7
ស្រពេចស្រពឹល,7,7
គណនីយដ្ឋាន,7,6
ចាយដី,7,5
ពហុបំណង,7,6
សារាចរណែនាំ,7,5
ក្ទម្ព,7,7
ឡាញ់,7,6
សុញ,7,7
ម្សិលម្ង៉ៃ,7,6
រហៀង,7,6
ដឹកដឿ,7,6
សន្ទនីយ៍,7,7
យថាទស្សន៍,7,7
ខួច,7,7
ឧច្ចារៈ,7,6
អនុកម្ម,7,7
ក្រចេះ,7,6
វត្ថិ,7,7
ភុជិស្សជន,7,6
ពង្វាត,7,6
លោហធាតុ,7,7
ហួយ,7,5
ឃ្នាស់,7,6
ទន្សោង,7,6
ពហុភាគី,7,5
ពន្លៃ,7,7
ប្រក់ព្រំ,7,7
វិហារៈ,7,7
សុនី,7,6
រលាត,7,6
ហួត,7,7
បំណកស្រាយ,7,7
ផ្ដាច់មុខ,7,5
តក្កៈ,7,7
រូបវិទ្យា,7,6
ដួងវិញ្ញាណ,6,6
ល្បើកកថា,6,6
អាជីវៈ,6,5
វិច័យ,6,6
ប៉ផាប់,6,6
ច្រាល់,6,5
មួយអន្លើ,6,5
អង្គុលី,6,5
ទក្ខិណាទាន,6,6
ទឹកនោម,6,6
ទ្វេទិស,6,5
បង្ខុស,6,5
បម្រាប,6,6
ប្រូង,6,5
អង្គប់,6,5
ចាយ៉,6,6
វសន្តរដូវ,6,5
ធេងធោង,6,6
ង៉ាំ,6,6
សត្រី,6,5
អេលីប,6,5
អផាសុកភាព,6,6
ចង្ក្រម,6,6
ដំបង,6,6
សួង,6,5
ដល់ក,6,6
ប្រុយ,6,6
កែសម្ផស្ស,6,6
ដំណុះ,6,5
ហ័ន,6,5
សង្ឃ័រ,6,6
ខេត្តុបករណ៍,6,5
ខ្សែតី,6,5
យល់ច្រឡំ,6,5
លាម,6,5
ធម្មធរ,6,6
រដិប,6,5
ប្រកាសនីយបត្រ,6,6
ជូនដំណឹង,6,6
វិស្ណុ,6,5
អាសវ,6,5
បណ្ណធនាគារ,6,5
ត្រសេះ,6,5
បង្អោរ,6,6
ស្គាំង,6,6
ទីចាត់ការ,6,5
ភូធរ,6,6
ស្កះ,6,5
រោងកុន,6,6
តរុណ,6,6
ញេយ្យធម៌,6,6
ហ៊ស,6,6
កុម្ភណ្ឌ,6,5
អមិត,6,6
បញ្ចើ,6,6
ឧច្ឆេទ,6,5
ពំនឹង,6,6
ក្លុក,6,6
ត្រយូងចេក,6,5
អាពុក,6,6
កួន,6,6
ឥន្ទបត្ត,6,5
ផ្លូន,6,5
តាត,6,5
អហិ,6,6
ម្សាញ់,6,5
ចន្ទាស,6,6
រាជាណាចក្រ,6,5
ឆ្គាំ,6,6
ព្រៃរនាម,6,5
ជ្រនីក,6,6
ខ្តត,6,5
